"spp","bcr","detbcr","mean_off0","mean_off1","mean_off2","adj","alpha"
"LCSP","BCR_71",13,0.117321378668863,0.0996840174057237,0.17348003219442,-0.0737960147886963,0.9288611484553
"LCSP","BCR_80",637,0.194745135207102,0.162189656495908,0.190613522189019,-0.0284238656931115,0.971976292070519
"LCSP","BCR_81",128,0.0208182304158019,-0.0027740742632919,0.0553268425211568,-0.0581009167844487,0.943554722123455
"LCSP","BCR_82",46,0.0359648667969033,0.00319437479318377,0.0813576054686785,-0.0781632306754948,0.924813456297209
"LCSP","BCR_83",0,-0.00779757842391895,-0.0713807570640138,0.126856734400858,-0.198237491464871,0.820175045433172
"LCSP","BCR_9",0,0.278794318806204,0.254387835799987,0.224618457776995,0.0297693780229919,1.03021691589271
"LCSP","BCR_10",95,0.196306638095931,0.172838402635348,0.155070959598382,0.0177674430369659,1.01792622303052
"LCSP","BCR_11",1750,0.434060410914267,0.424905854824589,0.450443224680789,-0.0255373698562006,0.974785950674282
"LCSP","BCR_12",509,0.0878989162457745,0.0713467302031464,0.14497009912382,-0.0736233689206734,0.929021526338439
"LCSP","BCR_13",1,0.143686529403662,0.135713628333529,0.218538902626078,-0.0828252742925491,0.920511970274978
"LCSP","BCR_14",0,0.0468062030295842,0.0281978868985029,0.134681996549026,-0.106484109650523,0.898989333302415
"LEFL","BCR_4",530,0.0100616592202201,-0.0102406789415254,-0.0227729769752505,0.0125322980337251,1.01261115636176
"LEFL","BCR_5",169,0.0360049856957917,0.0340902737362402,0.0212226210625575,0.0128676526736827,1.01295079715839
"LEFL","BCR_60",8921,0.0690950639945167,0.066369398215183,0.0789966434071939,-0.0126272451920109,0.987452143961796
"LEFL","BCR_61",373,-0.00730252892571822,-0.0256006031523516,-0.0294674353368808,0.00386683218452923,1.00387431802582
"LEFL","BCR_70",246,0.0551407327046675,0.0170933993411952,0.0492580914907628,-0.0321646921495676,0.96834708978225
